transcriptid,event_date,companyid,companyname,title,fiscalyear,fiscalquarter,ticker,sample_group
2880963,2023-08-08,134521275,"Datadog, Inc.","Datadog, Inc., Q2 2023 Earnings Call, Aug 08, 2023",,,DDOG,data_cloud_security
2939544,2023-11-07,134521275,"Datadog, Inc.","Datadog, Inc., Q3 2023 Earnings Call, Nov 07, 2023",,,DDOG,data_cloud_security
3021557,2024-02-13,134521275,"Datadog, Inc.","Datadog, Inc., Q4 2023 Earnings Call, Feb 13, 2024",,,DDOG,data_cloud_security
3112289,2024-05-07,134521275,"Datadog, Inc.","Datadog, Inc., Q1 2024 Earnings Call, May 07, 2024",,,DDOG,data_cloud_security
3219345,2024-08-08,134521275,"Datadog, Inc.","Datadog, Inc., Q2 2024 Earnings Call, Aug 08, 2024",,,DDOG,data_cloud_security
3302009,2024-11-07,134521275,"Datadog, Inc.","Datadog, Inc., Q3 2024 Earnings Call, Nov 07, 2024",,,DDOG,data_cloud_security
2236092,2021-03-11,9817309,"DocuSign, Inc.","DocuSign, Inc., Q4 2021 Earnings Call, Mar 11, 2021",,,DOCU,ai_forward_saas
2368277,2021-06-03,9817309,"DocuSign, Inc.","DocuSign, Inc., Q1 2022 Earnings Call, Jun 03, 2021",,,DOCU,ai_forward_saas
2391254,2021-09-02,9817309,"DocuSign, Inc.","DocuSign, Inc., Q2 2022 Earnings Call, Sep 02, 2021",,,DOCU,ai_forward_saas
2454760,2021-12-02,9817309,"DocuSign, Inc.","DocuSign, Inc., Q3 2022 Earnings Call, Dec 02, 2021",,,DOCU,ai_forward_saas
2522831,2022-03-10,9817309,"DocuSign, Inc.","DocuSign, Inc., Q4 2022 Earnings Call, Mar 10, 2022",,,DOCU,ai_forward_saas
2587764,2022-06-09,9817309,"DocuSign, Inc.","DocuSign, Inc., Q1 2023 Earnings Call, Jun 09, 2022",,,DOCU,ai_forward_saas
2644503,2022-09-08,9817309,"DocuSign, Inc.","DocuSign, Inc., Q2 2023 Earnings Call, Sep 08, 2022",,,DOCU,ai_forward_saas
2707718,2022-12-08,9817309,"DocuSign, Inc.","DocuSign, Inc., Q3 2023 Earnings Call, Dec 08, 2022",,,DOCU,ai_forward_saas
2762155,2023-03-09,9817309,"DocuSign, Inc.","DocuSign, Inc., Q4 2023 Earnings Call, Mar 09, 2023",,,DOCU,ai_forward_saas
2834273,2023-06-08,9817309,"DocuSign, Inc.","DocuSign, Inc., Q1 2024 Earnings Call, Jun 08, 2023",,,DOCU,ai_forward_saas
2905020,2023-09-07,9817309,"DocuSign, Inc.","DocuSign, Inc., Q2 2024 Earnings Call, Sep 07, 2023",,,DOCU,ai_forward_saas
2979104,2023-12-07,9817309,"DocuSign, Inc.","DocuSign, Inc., Q3 2024 Earnings Call, Dec 07, 2023",,,DOCU,ai_forward_saas
3055729,2024-03-07,9817309,"DocuSign, Inc.","DocuSign, Inc., Q4 2024 Earnings Call, Mar 07, 2024",,,DOCU,ai_forward_saas
3154681,2024-06-06,9817309,"DocuSign, Inc.","DocuSign, Inc., Q1 2025 Earnings Call, Jun 06, 2024",,,DOCU,ai_forward_saas
3255588,2024-09-05,9817309,"DocuSign, Inc.","DocuSign, Inc., Q2 2025 Earnings Call, Sep 05, 2024",,,DOCU,ai_forward_saas
3333115,2024-12-05,9817309,"DocuSign, Inc.","DocuSign, Inc., Q3 2025 Earnings Call, Dec 05, 2024",,,DOCU,ai_forward_saas
2190536,2021-02-03,27862,eBay Inc.,"eBay Inc., Q4 2020 Earnings Call, Feb 03, 2021",,,EBAY,platform_bigtech
2262008,2021-04-28,27862,eBay Inc.,"eBay Inc., Q1 2021 Earnings Call, Apr 28, 2021",,,EBAY,platform_bigtech
2374281,2021-08-11,27862,eBay Inc.,"eBay Inc., Q2 2021 Earnings Call, Aug 11, 2021",,,EBAY,platform_bigtech
2414918,2021-10-27,27862,eBay Inc.,"eBay Inc., Q3 2021 Earnings Call, Oct 27, 2021",,,EBAY,platform_bigtech
2504352,2022-02-23,27862,eBay Inc.,"eBay Inc., Q4 2021 Earnings Call, Feb 23, 2022",,,EBAY,platform_bigtech
2553621,2022-05-04,27862,eBay Inc.,"eBay Inc., Q1 2022 Earnings Call, May 04, 2022",,,EBAY,platform_bigtech
2614786,2022-08-03,27862,eBay Inc.,"eBay Inc., Q2 2022 Earnings Call, Aug 03, 2022",,,EBAY,platform_bigtech
2672834,2022-11-02,27862,eBay Inc.,"eBay Inc., Q3 2022 Earnings Call, Nov 02, 2022",,,EBAY,platform_bigtech
2748480,2023-02-22,27862,eBay Inc.,"eBay Inc., Q4 2022 Earnings Call, Feb 22, 2023",,,EBAY,platform_bigtech
2787814,2023-04-26,27862,eBay Inc.,"eBay Inc., Q1 2023 Earnings Call, Apr 26, 2023",,,EBAY,platform_bigtech
2859390,2023-07-26,27862,eBay Inc.,"eBay Inc., Q2 2023 Earnings Call, Jul 26, 2023",,,EBAY,platform_bigtech
2941040,2023-11-07,27862,eBay Inc.,"eBay Inc., Q3 2023 Earnings Call, Nov 07, 2023",,,EBAY,platform_bigtech
3041866,2024-02-27,27862,eBay Inc.,"eBay Inc., Q4 2023 Earnings Call, Feb 27, 2024",,,EBAY,platform_bigtech
3105667,2024-05-01,27862,eBay Inc.,"eBay Inc., Q1 2024 Earnings Call, May 01, 2024",,,EBAY,platform_bigtech
3207068,2024-07-31,27862,eBay Inc.,"eBay Inc., Q2 2024 Earnings Call, Jul 31, 2024",,,EBAY,platform_bigtech
3295630,2024-10-30,27862,eBay Inc.,"eBay Inc., Q3 2024 Earnings Call, Oct 30, 2024",,,EBAY,platform_bigtech
2279585,2021-02-24,224101504,Elastic N.V.,"Elastic N.V., Q3 2021 Earnings Call, Feb 24, 2021",,,ESTC,data_cloud_security
2308384,2021-06-02,224101504,Elastic N.V.,"Elastic N.V., Q4 2021 Earnings Call, Jun 02, 2021",,,ESTC,data_cloud_security
2386177,2021-08-25,224101504,Elastic N.V.,"Elastic N.V., Q1 2022 Earnings Call, Aug 25, 2021",,,ESTC,data_cloud_security
2454037,2021-12-01,224101504,Elastic N.V.,"Elastic N.V., Q2 2022 Earnings Call, Dec 01, 2021",,,ESTC,data_cloud_security
2520874,2022-03-03,224101504,Elastic N.V.,"Elastic N.V., Q3 2022 Earnings Call, Mar 03, 2022",,,ESTC,data_cloud_security
2583439,2022-06-01,224101504,Elastic N.V.,"Elastic N.V., Q4 2022 Earnings Call, Jun 01, 2022",,,ESTC,data_cloud_security
2641325,2022-08-25,224101504,Elastic N.V.,"Elastic N.V., Q1 2023 Earnings Call, Aug 25, 2022",,,ESTC,data_cloud_security
2700452,2022-11-30,224101504,Elastic N.V.,"Elastic N.V., Q2 2023 Earnings Call, Nov 30, 2022",,,ESTC,data_cloud_security
2756772,2023-03-02,224101504,Elastic N.V.,"Elastic N.V., Q3 2023 Earnings Call, Mar 02, 2023",,,ESTC,data_cloud_security
2830175,2023-06-01,224101504,Elastic N.V.,"Elastic N.V., Q4 2023 Earnings Call, Jun 01, 2023",,,ESTC,data_cloud_security
2900476,2023-08-31,224101504,Elastic N.V.,"Elastic N.V., Q1 2024 Earnings Call, Aug 31, 2023",,,ESTC,data_cloud_security
3055246,2023-11-30,224101504,Elastic N.V.,"Elastic N.V., Q2 2024 Earnings Call, Nov 30, 2023",,,ESTC,data_cloud_security
3046035,2024-02-29,224101504,Elastic N.V.,"Elastic N.V., Q3 2024 Earnings Call, Feb 29, 2024",,,ESTC,data_cloud_security
3148635,2024-05-30,224101504,Elastic N.V.,"Elastic N.V., Q4 2024 Earnings Call, May 30, 2024",,,ESTC,data_cloud_security
3250180,2024-08-29,224101504,Elastic N.V.,"Elastic N.V., Q1 2025 Earnings Call, Aug 29, 2024",,,ESTC,data_cloud_security
3317119,2024-11-21,224101504,Elastic N.V.,"Elastic N.V., Q2 2025 Earnings Call, Nov 21, 2024",,,ESTC,data_cloud_security
2188886,2021-02-02,29096,Alphabet Inc.,"Alphabet Inc., Q4 2020 Earnings Call, Feb 02, 2021",,,GOOGL,platform_bigtech
2259900,2021-04-27,29096,Alphabet Inc.,"Alphabet Inc., Q1 2021 Earnings Call, Apr 27, 2021",,,GOOGL,platform_bigtech
2352140,2021-07-27,29096,Alphabet Inc.,"Alphabet Inc., Q2 2021 Earnings Call, Jul 27, 2021",,,GOOGL,platform_bigtech
2413377,2021-10-26,29096,Alphabet Inc.,"Alphabet Inc., Q3 2021 Earnings Call, Oct 26, 2021",,,GOOGL,platform_bigtech
2482164,2022-02-01,29096,Alphabet Inc.,"Alphabet Inc., Q4 2021 Earnings Call, Feb 01, 2022",,,GOOGL,platform_bigtech
2544065,2022-04-26,29096,Alphabet Inc.,"Alphabet Inc., Q1 2022 Earnings Call, Apr 26, 2022",,,GOOGL,platform_bigtech
2604756,2022-07-26,29096,Alphabet Inc.,"Alphabet Inc., Q2 2022 Earnings Call, Jul 26, 2022",,,GOOGL,platform_bigtech
2662846,2022-10-25,29096,Alphabet Inc.,"Alphabet Inc., Q3 2022 Earnings Call, Oct 25, 2022",,,GOOGL,platform_bigtech
2730326,2023-02-02,29096,Alphabet Inc.,"Alphabet Inc., Q4 2022 Earnings Call, Feb 02, 2023",,,GOOGL,platform_bigtech
2785595,2023-04-25,29096,Alphabet Inc.,"Alphabet Inc., Q1 2023 Earnings Call, Apr 25, 2023",,,GOOGL,platform_bigtech
2888308,2023-07-25,29096,Alphabet Inc.,"Alphabet Inc., Q2 2023 Earnings Call, Jul 25, 2023",,,GOOGL,platform_bigtech
2925176,2023-10-24,29096,Alphabet Inc.,"Alphabet Inc., Q3 2023 Earnings Call, Oct 24, 2023",,,GOOGL,platform_bigtech
3007347,2024-01-30,29096,Alphabet Inc.,"Alphabet Inc., Q4 2023 Earnings Call, Jan 30, 2024",,,GOOGL,platform_bigtech
3097833,2024-04-25,29096,Alphabet Inc.,"Alphabet Inc., Q1 2024 Earnings Call, Apr 25, 2024",,,GOOGL,platform_bigtech
3193335,2024-07-23,29096,Alphabet Inc.,"Alphabet Inc., Q2 2024 Earnings Call, Jul 23, 2024",,,GOOGL,platform_bigtech
3292702,2024-10-29,29096,Alphabet Inc.,"Alphabet Inc., Q3 2024 Earnings Call, Oct 29, 2024",,,GOOGL,platform_bigtech
2207404,2021-02-11,27629813,"HubSpot, Inc.","HubSpot, Inc., Q4 2020 Earnings Call, Feb 11, 2021",,,HUBS,ai_forward_saas
2271398,2021-05-05,27629813,"HubSpot, Inc.","HubSpot, Inc., Q1 2021 Earnings Call, May 05, 2021",,,HUBS,ai_forward_saas
2363704,2021-08-04,27629813,"HubSpot, Inc.","HubSpot, Inc., Q2 2021 Earnings Call, Aug 04, 2021",,,HUBS,ai_forward_saas
2424052,2021-11-03,27629813,"HubSpot, Inc.","HubSpot, Inc., Q3 2021 Earnings Call, Nov 03, 2021",,,HUBS,ai_forward_saas
2491304,2022-02-10,27629813,"HubSpot, Inc.","HubSpot, Inc., Q4 2021 Earnings Call, Feb 10, 2022",,,HUBS,ai_forward_saas
2555830,2022-05-05,27629813,"HubSpot, Inc.","HubSpot, Inc., Q1 2022 Earnings Call, May 05, 2022",,,HUBS,ai_forward_saas
2617238,2022-08-04,27629813,"HubSpot, Inc.","HubSpot, Inc., Q2 2022 Earnings Call, Aug 04, 2022",,,HUBS,ai_forward_saas
2672902,2022-11-02,27629813,"HubSpot, Inc.","HubSpot, Inc., Q3 2022 Earnings Call, Nov 02, 2022",,,HUBS,ai_forward_saas
2740616,2023-02-16,27629813,"HubSpot, Inc.","HubSpot, Inc., Q4 2022 Earnings Call, Feb 16, 2023",,,HUBS,ai_forward_saas
2793354,2023-05-03,27629813,"HubSpot, Inc.","HubSpot, Inc., Q1 2023 Earnings Call, May 03, 2023",,,HUBS,ai_forward_saas
2866687,2023-08-02,27629813,"HubSpot, Inc.","HubSpot, Inc., Q2 2023 Earnings Call, Aug 02, 2023",,,HUBS,ai_forward_saas
3067677,2023-11-08,27629813,"HubSpot, Inc.","HubSpot, Inc., Q3 2023 Earnings Call, Nov 08, 2023",,,HUBS,ai_forward_saas
3024053,2024-02-14,27629813,"HubSpot, Inc.","HubSpot, Inc., Q4 2023 Earnings Call, Feb 14, 2024",,,HUBS,ai_forward_saas
3115097,2024-05-08,27629813,"HubSpot, Inc.","HubSpot, Inc., Q1 2024 Earnings Call, May 08, 2024",,,HUBS,ai_forward_saas
3217480,2024-08-07,27629813,"HubSpot, Inc.","HubSpot, Inc., Q2 2024 Earnings Call, Aug 07, 2024",,,HUBS,ai_forward_saas
3300899,2024-11-06,27629813,"HubSpot, Inc.","HubSpot, Inc., Q3 2024 Earnings Call, Nov 06, 2024",,,HUBS,ai_forward_saas
2178259,2021-01-21,21127,Intel Corporation,"Intel Corporation, Q4 2020 Earnings Call, Jan 21, 2021",,,INTC,semis_ai_infra
2256000,2021-04-22,21127,Intel Corporation,"Intel Corporation, Q1 2021 Earnings Call, Apr 22, 2021",,,INTC,semis_ai_infra
2350033,2021-07-22,21127,Intel Corporation,"Intel Corporation, Q2 2021 Earnings Call, Jul 22, 2021",,,INTC,semis_ai_infra
2409518,2021-10-21,21127,Intel Corporation,"Intel Corporation, Q3 2021 Earnings Call, Oct 21, 2021",,,INTC,semis_ai_infra
2478141,2022-01-26,21127,Intel Corporation,"Intel Corporation, Q4 2021 Earnings Call, Jan 26, 2022",,,INTC,semis_ai_infra
2547679,2022-04-28,21127,Intel Corporation,"Intel Corporation, Q1 2022 Earnings Call, Apr 28, 2022",,,INTC,semis_ai_infra
2608275,2022-07-28,21127,Intel Corporation,"Intel Corporation, Q2 2022 Earnings Call, Jul 28, 2022",,,INTC,semis_ai_infra
2666610,2022-10-27,21127,Intel Corporation,"Intel Corporation, Q3 2022 Earnings Call, Oct 27, 2022",,,INTC,semis_ai_infra
2723340,2023-01-26,21127,Intel Corporation,"Intel Corporation, Q4 2022 Earnings Call, Jan 26, 2023",,,INTC,semis_ai_infra
2790038,2023-04-27,21127,Intel Corporation,"Intel Corporation, Q1 2023 Earnings Call, Apr 27, 2023",,,INTC,semis_ai_infra
2861149,2023-07-27,21127,Intel Corporation,"Intel Corporation, Q2 2023 Earnings Call, Jul 27, 2023",,,INTC,semis_ai_infra
2928154,2023-10-26,21127,Intel Corporation,"Intel Corporation, Q3 2023 Earnings Call, Oct 26, 2023",,,INTC,semis_ai_infra
3004228,2024-01-25,21127,Intel Corporation,"Intel Corporation, Q4 2023 Earnings Call, Jan 25, 2024",,,INTC,semis_ai_infra
3098069,2024-04-25,21127,Intel Corporation,"Intel Corporation, Q1 2024 Earnings Call, Apr 25, 2024",,,INTC,semis_ai_infra
3209460,2024-08-01,21127,Intel Corporation,"Intel Corporation, Q2 2024 Earnings Call, Aug 01, 2024",,,INTC,semis_ai_infra
3295946,2024-10-31,21127,Intel Corporation,"Intel Corporation, Q3 2024 Earnings Call, Oct 31, 2024",,,INTC,semis_ai_infra
2220036,2021-02-23,21171,Intuit Inc.,"Intuit Inc., Q2 2021 Earnings Call, Feb 23, 2021",,,INTU,enterprise_software
2299539,2021-05-25,21171,Intuit Inc.,"Intuit Inc., Q3 2021 Earnings Call, May 25, 2021",,,INTU,enterprise_software
2385287,2021-08-24,21171,Intuit Inc.,"Intuit Inc., Q4 2021 Earnings Call, Aug 24, 2021",,,INTU,enterprise_software
2444880,2021-11-18,21171,Intuit Inc.,"Intuit Inc., Q1 2022 Earnings Call, Nov 18, 2021",,,INTU,enterprise_software
2507082,2022-02-24,21171,Intuit Inc.,"Intuit Inc., Q2 2022 Earnings Call, Feb 24, 2022",,,INTU,enterprise_software
2577945,2022-05-24,21171,Intuit Inc.,"Intuit Inc., Q3 2022 Earnings Call, May 24, 2022",,,INTU,enterprise_software
2636556,2022-08-23,21171,Intuit Inc.,"Intuit Inc., Q4 2022 Earnings Call, Aug 23, 2022",,,INTU,enterprise_software
2751986,2022-11-29,21171,Intuit Inc.,"Intuit Inc., Q1 2023 Earnings Call, Nov 29, 2022",,,INTU,enterprise_software
2750228,2023-02-23,21171,Intuit Inc.,"Intuit Inc., Q2 2023 Earnings Call, Feb 23, 2023",,,INTU,enterprise_software
2819309,2023-05-23,21171,Intuit Inc.,"Intuit Inc., Q3 2023 Earnings Call, May 23, 2023",,,INTU,enterprise_software
2892741,2023-08-24,21171,Intuit Inc.,"Intuit Inc., Q4 2023 Earnings Call, Aug 24, 2023",,,INTU,enterprise_software
2969059,2023-11-28,21171,Intuit Inc.,"Intuit Inc., Q1 2024 Earnings Call, Nov 28, 2023",,,INTU,enterprise_software
3034922,2024-02-22,21171,Intuit Inc.,"Intuit Inc., Q2 2024 Earnings Call, Feb 22, 2024",,,INTU,enterprise_software
3140693,2024-05-23,21171,Intuit Inc.,"Intuit Inc., Q3 2024 Earnings Call, May 23, 2024",,,INTU,enterprise_software
3250053,2024-08-22,21171,Intuit Inc.,"Intuit Inc., Q4 2024 Earnings Call, Aug 22, 2024",,,INTU,enterprise_software
3317206,2024-11-21,21171,Intuit Inc.,"Intuit Inc., Q1 2025 Earnings Call, Nov 21, 2024",,,INTU,enterprise_software
2233550,2021-03-09,46952162,"MongoDB, Inc.","MongoDB, Inc., Q4 2021 Earnings Call, Mar 09, 2021",,,MDB,data_cloud_security
2309754,2021-06-03,46952162,"MongoDB, Inc.","MongoDB, Inc., Q1 2022 Earnings Call, Jun 03, 2021",,,MDB,data_cloud_security
2391259,2021-09-02,46952162,"MongoDB, Inc.","MongoDB, Inc., Q2 2022 Earnings Call, Sep 02, 2021",,,MDB,data_cloud_security
2455854,2021-12-06,46952162,"MongoDB, Inc.","MongoDB, Inc., Q3 2022 Earnings Call, Dec 06, 2021",,,MDB,data_cloud_security
2533010,2022-03-08,46952162,"MongoDB, Inc.","MongoDB, Inc., Q4 2022 Earnings Call, Mar 08, 2022",,,MDB,data_cloud_security
2583418,2022-06-01,46952162,"MongoDB, Inc.","MongoDB, Inc., Q1 2023 Earnings Call, Jun 01, 2022",,,MDB,data_cloud_security
2640516,2022-08-31,46952162,"MongoDB, Inc.","MongoDB, Inc., Q2 2023 Earnings Call, Aug 31, 2022",,,MDB,data_cloud_security
2703928,2022-12-06,46952162,"MongoDB, Inc.","MongoDB, Inc., Q3 2023 Earnings Call, Dec 06, 2022",,,MDB,data_cloud_security
2761027,2023-03-08,46952162,"MongoDB, Inc.","MongoDB, Inc., Q4 2023 Earnings Call, Mar 08, 2023",,,MDB,data_cloud_security
2830241,2023-06-01,46952162,"MongoDB, Inc.","MongoDB, Inc., Q1 2024 Earnings Call, Jun 01, 2023",,,MDB,data_cloud_security
2900449,2023-08-31,46952162,"MongoDB, Inc.","MongoDB, Inc., Q2 2024 Earnings Call, Aug 31, 2023",,,MDB,data_cloud_security
2976683,2023-12-05,46952162,"MongoDB, Inc.","MongoDB, Inc., Q3 2024 Earnings Call, Dec 05, 2023",,,MDB,data_cloud_security
3055760,2024-03-07,46952162,"MongoDB, Inc.","MongoDB, Inc., Q4 2024 Earnings Call, Mar 07, 2024",,,MDB,data_cloud_security
3148698,2024-05-30,46952162,"MongoDB, Inc.","MongoDB, Inc., Q1 2025 Earnings Call, May 30, 2024",,,MDB,data_cloud_security
3246772,2024-08-29,46952162,"MongoDB, Inc.","MongoDB, Inc., Q2 2025 Earnings Call, Aug 29, 2024",,,MDB,data_cloud_security
3337185,2024-12-09,46952162,"MongoDB, Inc.","MongoDB, Inc., Q3 2025 Earnings Call, Dec 09, 2024",,,MDB,data_cloud_security
2183203,2021-01-27,20765463,"Meta Platforms, Inc.","Facebook, Inc., Q4 2020 Earnings Call, Jan 27, 2021",,,META,platform_bigtech
2261676,2021-04-28,20765463,"Meta Platforms, Inc.","Facebook, Inc., Q1 2021 Earnings Call, Apr 28, 2021",,,META,platform_bigtech
2353513,2021-07-28,20765463,"Meta Platforms, Inc.","Facebook, Inc., Q2 2021 Earnings Call, Jul 28, 2021",,,META,platform_bigtech
2412097,2021-10-25,20765463,"Meta Platforms, Inc.","Facebook, Inc., Q3 2021 Earnings Call, Oct 25, 2021",,,META,platform_bigtech
2483671,2022-02-02,20765463,"Meta Platforms, Inc.","Meta Platforms, Inc., Q4 2021 Earnings Call, Feb 02, 2022",,,META,platform_bigtech
2545541,2022-04-27,20765463,"Meta Platforms, Inc.","Meta Platforms, Inc., Q1 2022 Earnings Call, Apr 27, 2022",,,META,platform_bigtech
2606174,2022-07-27,20765463,"Meta Platforms, Inc.","Meta Platforms, Inc., Q2 2022 Earnings Call, Jul 27, 2022",,,META,platform_bigtech
2664395,2022-10-26,20765463,"Meta Platforms, Inc.","Meta Platforms, Inc., Q3 2022 Earnings Call, Oct 26, 2022",,,META,platform_bigtech
2726894,2023-02-01,20765463,"Meta Platforms, Inc.","Meta Platforms, Inc., Q4 2022 Earnings Call, Feb 01, 2023",,,META,platform_bigtech
2787025,2023-04-26,20765463,"Meta Platforms, Inc.","Meta Platforms, Inc., Q1 2023 Earnings Call, Apr 26, 2023",,,META,platform_bigtech
2883670,2023-07-26,20765463,"Meta Platforms, Inc.","Meta Platforms, Inc., Q2 2023 Earnings Call, Jul 26, 2023",,,META,platform_bigtech
2959910,2023-10-25,20765463,"Meta Platforms, Inc.","Meta Platforms, Inc., Q3 2023 Earnings Call, Oct 25, 2023",,,META,platform_bigtech
3039107,2024-02-01,20765463,"Meta Platforms, Inc.","Meta Platforms, Inc., Q4 2023 Earnings Call, Feb 01, 2024",,,META,platform_bigtech
3124558,2024-04-24,20765463,"Meta Platforms, Inc.","Meta Platforms, Inc., Q1 2024 Earnings Call, Apr 24, 2024",,,META,platform_bigtech
3206992,2024-07-31,20765463,"Meta Platforms, Inc.","Meta Platforms, Inc., Q2 2024 Earnings Call, Jul 31, 2024",,,META,platform_bigtech
3294248,2024-10-30,20765463,"Meta Platforms, Inc.","Meta Platforms, Inc., Q3 2024 Earnings Call, Oct 30, 2024",,,META,platform_bigtech
2229961,2021-03-03,31158,"Marvell Technology, Inc.","Marvell Technology Group Ltd., Q4 2021 Earnings Call, Mar 03, 2021",,,MRVL,semis_ai_infra
2311842,2021-06-07,31158,"Marvell Technology, Inc.","Marvell Technology Group Ltd., Q1 2022 Earnings Call, Jun 07, 2021",,,MRVL,semis_ai_infra
2387242,2021-08-26,31158,"Marvell Technology, Inc.","Marvell Technology, Inc., Q2 2022 Earnings Call, Aug 26, 2021",,,MRVL,semis_ai_infra
2454768,2021-12-02,31158,"Marvell Technology, Inc.","Marvell Technology, Inc., Q3 2022 Earnings Call, Dec 02, 2021",,,MRVL,semis_ai_infra
2516414,2022-03-03,31158,"Marvell Technology, Inc.","Marvell Technology, Inc., Q4 2022 Earnings Call, Mar 03, 2022",,,MRVL,semis_ai_infra
2580150,2022-05-26,31158,"Marvell Technology, Inc.","Marvell Technology, Inc., Q1 2023 Earnings Call, May 26, 2022",,,MRVL,semis_ai_infra
2638519,2022-08-25,31158,"Marvell Technology, Inc.","Marvell Technology, Inc., Q2 2023 Earnings Call, Aug 25, 2022",,,MRVL,semis_ai_infra
2701425,2022-12-01,31158,"Marvell Technology, Inc.","Marvell Technology, Inc., Q3 2023 Earnings Call, Dec 01, 2022",,,MRVL,semis_ai_infra
2756771,2023-03-02,31158,"Marvell Technology, Inc.","Marvell Technology, Inc., Q4 2023 Earnings Call, Mar 02, 2023",,,MRVL,semis_ai_infra
2826676,2023-05-25,31158,"Marvell Technology, Inc.","Marvell Technology, Inc., Q1 2024 Earnings Call, May 25, 2023",,,MRVL,semis_ai_infra
2892737,2023-08-24,31158,"Marvell Technology, Inc.","Marvell Technology, Inc., Q2 2024 Earnings Call, Aug 24, 2023",,,MRVL,semis_ai_infra
2972274,2023-11-30,31158,"Marvell Technology, Inc.","Marvell Technology, Inc., Q3 2024 Earnings Call, Nov 30, 2023",,,MRVL,semis_ai_infra
3055613,2024-03-07,31158,"Marvell Technology, Inc.","Marvell Technology, Inc., Q4 2024 Earnings Call, Mar 07, 2024",,,MRVL,semis_ai_infra
3278759,2024-05-30,31158,"Marvell Technology, Inc.","Marvell Technology, Inc., Q1 2025 Earnings Call, May 30, 2024",,,MRVL,semis_ai_infra
3246719,2024-08-29,31158,"Marvell Technology, Inc.","Marvell Technology, Inc., Q2 2025 Earnings Call, Aug 29, 2024",,,MRVL,semis_ai_infra
3329685,2024-12-03,31158,"Marvell Technology, Inc.","Marvell Technology, Inc., Q3 2025 Earnings Call, Dec 03, 2024",,,MRVL,semis_ai_infra
2251465,2021-01-26,21835,Microsoft Corporation,"Microsoft Corporation, Q2 2021 Earnings Call, Jan 26, 2021",,,MSFT,platform_bigtech
2259950,2021-04-27,21835,Microsoft Corporation,"Microsoft Corporation, Q3 2021 Earnings Call, Apr 27, 2021",,,MSFT,platform_bigtech
2357429,2021-07-27,21835,Microsoft Corporation,"Microsoft Corporation, Q4 2021 Earnings Call, Jul 27, 2021",,,MSFT,platform_bigtech
2444512,2021-10-26,21835,Microsoft Corporation,"Microsoft Corporation, Q1 2022 Earnings Call, Oct 26, 2021",,,MSFT,platform_bigtech
2477196,2022-01-25,21835,Microsoft Corporation,"Microsoft Corporation, Q2 2022 Earnings Call, Jan 25, 2022",,,MSFT,platform_bigtech
2547643,2022-04-26,21835,Microsoft Corporation,"Microsoft Corporation, Q3 2022 Earnings Call, Apr 26, 2022",,,MSFT,platform_bigtech
2604788,2022-07-26,21835,Microsoft Corporation,"Microsoft Corporation, Q4 2022 Earnings Call, Jul 26, 2022",,,MSFT,platform_bigtech
2662840,2022-10-25,21835,Microsoft Corporation,"Microsoft Corporation, Q1 2023 Earnings Call, Oct 25, 2022",,,MSFT,platform_bigtech
2725838,2023-01-24,21835,Microsoft Corporation,"Microsoft Corporation, Q2 2023 Earnings Call, Jan 24, 2023",,,MSFT,platform_bigtech
2785489,2023-04-25,21835,Microsoft Corporation,"Microsoft Corporation, Q3 2023 Earnings Call, Apr 25, 2023",,,MSFT,platform_bigtech
2858255,2023-07-25,21835,Microsoft Corporation,"Microsoft Corporation, Q4 2023 Earnings Call, Jul 25, 2023",,,MSFT,platform_bigtech
2925229,2023-10-24,21835,Microsoft Corporation,"Microsoft Corporation, Q1 2024 Earnings Call, Oct 24, 2023",,,MSFT,platform_bigtech
3007395,2024-01-30,21835,Microsoft Corporation,"Microsoft Corporation, Q2 2024 Earnings Call, Jan 30, 2024",,,MSFT,platform_bigtech
3097988,2024-04-25,21835,Microsoft Corporation,"Microsoft Corporation, Q3 2024 Earnings Call, Apr 25, 2024",,,MSFT,platform_bigtech
3204813,2024-07-30,21835,Microsoft Corporation,"Microsoft Corporation, Q4 2024 Earnings Call, Jul 30, 2024",,,MSFT,platform_bigtech
3297386,2024-10-30,21835,Microsoft Corporation,"Microsoft Corporation, Q1 2025 Earnings Call, Oct 30, 2024",,,MSFT,platform_bigtech
2232450,2021-01-07,289030,"Micron Technology, Inc.","Micron Technology, Inc., Q1 2021 Earnings Call, Jan 07, 2021",,,MU,semis_ai_infra
2245629,2021-03-31,289030,"Micron Technology, Inc.","Micron Technology, Inc., Q2 2021 Earnings Call, Mar 31, 2021",,,MU,semis_ai_infra
2594418,2021-06-30,289030,"Micron Technology, Inc.","Micron Technology, Inc., Q3 2021 Earnings Call, Jun 30, 2021",,,MU,semis_ai_infra
2594398,2021-09-28,289030,"Micron Technology, Inc.","Micron Technology, Inc., Q4 2021 Earnings Call, Sep 28, 2021",,,MU,semis_ai_infra
2594411,2021-12-20,289030,"Micron Technology, Inc.","Micron Technology, Inc., Q1 2022 Earnings Call, Dec 20, 2021",,,MU,semis_ai_infra
2594399,2022-03-29,289030,"Micron Technology, Inc.","Micron Technology, Inc., Q2 2022 Earnings Call, Mar 29, 2022",,,MU,semis_ai_infra
