transcriptid,event_date,companyid,companyname,title,fiscalyear,fiscalquarter,ticker,sample_group
2594741,2022-06-30,289030,"Micron Technology, Inc.","Micron Technology, Inc., Q3 2022 Earnings Call, Jun 30, 2022",,,MU,semis_ai_infra
2659338,2022-09-29,289030,"Micron Technology, Inc.","Micron Technology, Inc., Q4 2022 Earnings Call, Sep 29, 2022",,,MU,semis_ai_infra
2713313,2022-12-21,289030,"Micron Technology, Inc.","Micron Technology, Inc., Q1 2023 Earnings Call, Dec 21, 2022",,,MU,semis_ai_infra
2773842,2023-03-28,289030,"Micron Technology, Inc.","Micron Technology, Inc., Q2 2023 Earnings Call, Mar 28, 2023",,,MU,semis_ai_infra
2844524,2023-06-28,289030,"Micron Technology, Inc.","Micron Technology, Inc., Q3 2023 Earnings Call, Jun 28, 2023",,,MU,semis_ai_infra
2912876,2023-09-27,289030,"Micron Technology, Inc.","Micron Technology, Inc., Q4 2023 Earnings Call, Sep 27, 2023",,,MU,semis_ai_infra
3027289,2023-12-20,289030,"Micron Technology, Inc.","Micron Technology, Inc., Q1 2024 Earnings Call, Dec 20, 2023",,,MU,semis_ai_infra
3066379,2024-03-20,289030,"Micron Technology, Inc.","Micron Technology, Inc., Q2 2024 Earnings Call, Mar 20, 2024",,,MU,semis_ai_infra
3170968,2024-06-26,289030,"Micron Technology, Inc.","Micron Technology, Inc., Q3 2024 Earnings Call, Jun 26, 2024",,,MU,semis_ai_infra
3274570,2024-09-25,289030,"Micron Technology, Inc.","Micron Technology, Inc., Q4 2024 Earnings Call, Sep 25, 2024",,,MU,semis_ai_infra
3349906,2024-12-18,289030,"Micron Technology, Inc.","Micron Technology, Inc., Q1 2025 Earnings Call, Dec 18, 2024",,,MU,semis_ai_infra
2249421,2021-02-11,81851700,"Cloudflare, Inc.","Cloudflare, Inc., Q4 2020 Earnings Call, Feb 11, 2021",,,NET,data_cloud_security
2305712,2021-05-06,81851700,"Cloudflare, Inc.","Cloudflare, Inc., Q1 2021 Earnings Call, May 06, 2021",,,NET,data_cloud_security
2366223,2021-08-05,81851700,"Cloudflare, Inc.","Cloudflare, Inc., Q2 2021 Earnings Call, Aug 05, 2021",,,NET,data_cloud_security
2426504,2021-11-04,81851700,"Cloudflare, Inc.","Cloudflare, Inc., Q3 2021 Earnings Call, Nov 04, 2021",,,NET,data_cloud_security
2491305,2022-02-10,81851700,"Cloudflare, Inc.","Cloudflare, Inc., Q4 2021 Earnings Call, Feb 10, 2022",,,NET,data_cloud_security
2590878,2022-05-05,81851700,"Cloudflare, Inc.","Cloudflare, Inc., Q1 2022 Earnings Call, May 05, 2022",,,NET,data_cloud_security
2619807,2022-08-04,81851700,"Cloudflare, Inc.","Cloudflare, Inc., Q2 2022 Earnings Call, Aug 04, 2022",,,NET,data_cloud_security
2675134,2022-11-03,81851700,"Cloudflare, Inc.","Cloudflare, Inc., Q3 2022 Earnings Call, Nov 03, 2022",,,NET,data_cloud_security
2734143,2023-02-09,81851700,"Cloudflare, Inc.","Cloudflare, Inc., Q4 2022 Earnings Call, Feb 09, 2023",,,NET,data_cloud_security
2789994,2023-04-27,81851700,"Cloudflare, Inc.","Cloudflare, Inc., Q1 2023 Earnings Call, Apr 27, 2023",,,NET,data_cloud_security
2870219,2023-08-03,81851700,"Cloudflare, Inc.","Cloudflare, Inc., Q2 2023 Earnings Call, Aug 03, 2023",,,NET,data_cloud_security
2935314,2023-11-02,81851700,"Cloudflare, Inc.","Cloudflare, Inc., Q3 2023 Earnings Call, Nov 02, 2023",,,NET,data_cloud_security
3017285,2024-02-08,81851700,"Cloudflare, Inc.","Cloudflare, Inc., Q4 2023 Earnings Call, Feb 08, 2024",,,NET,data_cloud_security
3108218,2024-05-02,81851700,"Cloudflare, Inc.","Cloudflare, Inc., Q1 2024 Earnings Call, May 02, 2024",,,NET,data_cloud_security
3209281,2024-08-01,81851700,"Cloudflare, Inc.","Cloudflare, Inc., Q2 2024 Earnings Call, Aug 01, 2024",,,NET,data_cloud_security
3303408,2024-11-07,81851700,"Cloudflare, Inc.","Cloudflare, Inc., Q3 2024 Earnings Call, Nov 07, 2024",,,NET,data_cloud_security
2234474,2021-01-19,32012,"Netflix, Inc.","Netflix, Inc., Q4 2020 Earnings Call, Jan 19, 2021",,,NFLX,platform_bigtech
3084020,2021-04-20,32012,"Netflix, Inc.","Netflix, Inc., Q1 2021 Earnings Call, Apr 20, 2021",,,NFLX,platform_bigtech
2348345,2021-07-20,32012,"Netflix, Inc.","Netflix, Inc., Q2 2021 Pre Recorded Earnings Call, Jul 20, 2021",,,NFLX,platform_bigtech
2407739,2021-10-19,32012,"Netflix, Inc.","Netflix, Inc., Q3 2021 Earnings Call, Oct 19, 2021",,,NFLX,platform_bigtech
2475437,2022-01-20,32012,"Netflix, Inc.","Netflix, Inc., Q4 2021 Pre Recorded Earnings Call, Jan 20, 2022",,,NFLX,platform_bigtech
2540001,2022-04-19,32012,"Netflix, Inc.","Netflix, Inc., Q1 2022 Pre Recorded Earnings Call, Apr 19, 2022",,,NFLX,platform_bigtech
2603772,2022-07-19,32012,"Netflix, Inc.","Netflix, Inc., Q2 2022 Earnings Call, Jul 19, 2022",,,NFLX,platform_bigtech
2658578,2022-10-18,32012,"Netflix, Inc.","Netflix, Inc., Q3 2022 Earnings Call, Oct 18, 2022",,,NFLX,platform_bigtech
2719766,2023-01-19,32012,"Netflix, Inc.","Netflix, Inc., Q4 2022 Earnings Call, Jan 19, 2023",,,NFLX,platform_bigtech
2781485,2023-04-18,32012,"Netflix, Inc.","Netflix, Inc., Q1 2023 Pre Recorded Earnings Call, Apr 18, 2023",,,NFLX,platform_bigtech
2900474,2023-07-19,32012,"Netflix, Inc.","Netflix, Inc., Q2 2023 Earnings Call, Jul 19, 2023",,,NFLX,platform_bigtech
2921894,2023-10-18,32012,"Netflix, Inc.","Netflix, Inc., Q3 2023 Earnings Call, Oct 18, 2023",,,NFLX,platform_bigtech
3002168,2024-01-23,32012,"Netflix, Inc.","Netflix, Inc., Q4 2023 Earnings Call, Jan 23, 2024",,,NFLX,platform_bigtech
3088659,2024-04-18,32012,"Netflix, Inc.","Netflix, Inc., Q1 2024 Earnings Call, Apr 18, 2024",,,NFLX,platform_bigtech
3189910,2024-07-18,32012,"Netflix, Inc.","Netflix, Inc., Q2 2024 Earnings Call, Jul 18, 2024",,,NFLX,platform_bigtech
3285294,2024-10-17,32012,"Netflix, Inc.","Netflix, Inc., Q3 2024 Earnings Call, Oct 17, 2024",,,NFLX,platform_bigtech
2183330,2021-01-27,22967487,"ServiceNow, Inc.","ServiceNow, Inc., Q4 2020 Earnings Call, Jan 27, 2021",,,NOW,enterprise_software
2261854,2021-04-28,22967487,"ServiceNow, Inc.","ServiceNow, Inc., Q1 2021 Earnings Call, Apr 28, 2021",,,NOW,enterprise_software
2389856,2021-07-28,22967487,"ServiceNow, Inc.","ServiceNow, Inc., Q2 2021 Earnings Call, Jul 28, 2021",,,NOW,enterprise_software
2414958,2021-10-27,22967487,"ServiceNow, Inc.","ServiceNow, Inc., Q3 2021 Earnings Call, Oct 27, 2021",,,NOW,enterprise_software
2478116,2022-01-26,22967487,"ServiceNow, Inc.","ServiceNow, Inc., Q4 2021 Earnings Call, Jan 26, 2022",,,NOW,enterprise_software
2545578,2022-04-27,22967487,"ServiceNow, Inc.","ServiceNow, Inc., Q1 2022 Earnings Call, Apr 27, 2022",,,NOW,enterprise_software
2610443,2022-07-27,22967487,"ServiceNow, Inc.","ServiceNow, Inc., Q2 2022 Earnings Call, Jul 27, 2022",,,NOW,enterprise_software
2664384,2022-10-26,22967487,"ServiceNow, Inc.","ServiceNow, Inc., Q3 2022 Earnings Call, Oct 26, 2022",,,NOW,enterprise_software
2721629,2023-01-25,22967487,"ServiceNow, Inc.","ServiceNow, Inc., Q4 2022 Earnings Call, Jan 25, 2023",,,NOW,enterprise_software
2787226,2023-04-26,22967487,"ServiceNow, Inc.","ServiceNow, Inc., Q1 2023 Earnings Call, Apr 26, 2023",,,NOW,enterprise_software
2869767,2023-07-26,22967487,"ServiceNow, Inc.","ServiceNow, Inc., Q2 2023 Earnings Call, Jul 26, 2023",,,NOW,enterprise_software
2992712,2023-10-25,22967487,"ServiceNow, Inc.","ServiceNow, Inc., Q3 2023 Earnings Call, Oct 25, 2023",,,NOW,enterprise_software
3003131,2024-01-24,22967487,"ServiceNow, Inc.","ServiceNow, Inc., 2023 Earnings Call, Jan 24, 2024",,,NOW,enterprise_software
3095703,2024-04-24,22967487,"ServiceNow, Inc.","ServiceNow, Inc., Q1 2024 Earnings Call, Apr 24, 2024",,,NOW,enterprise_software
3195189,2024-07-24,22967487,"ServiceNow, Inc.","ServiceNow, Inc., Q2 2024 Earnings Call, Jul 24, 2024",,,NOW,enterprise_software
3287304,2024-10-23,22967487,"ServiceNow, Inc.","ServiceNow, Inc., Q3 2024 Earnings Call, Oct 23, 2024",,,NOW,enterprise_software
2222657,2021-02-24,32307,NVIDIA Corporation,"NVIDIA Corporation, Q4 2021 Earnings Call, Feb 24, 2021",,,NVDA,semis_ai_infra
2310723,2021-05-26,32307,NVIDIA Corporation,"NVIDIA Corporation, Q1 2022 Earnings Call, May 26, 2021",,,NVDA,semis_ai_infra
2423398,2021-08-18,32307,NVIDIA Corporation,"NVIDIA Corporation, Q2 2022 Earnings Call, Aug 18, 2021",,,NVDA,semis_ai_infra
2444170,2021-11-17,32307,NVIDIA Corporation,"NVIDIA Corporation, Q3 2022 Earnings Call, Nov 17, 2021",,,NVDA,semis_ai_infra
3607710,2022-02-16,32307,NVIDIA Corporation,"NVIDIA Corporation, Q4 2022 Earnings Call, Feb 16, 2022",,,NVDA,semis_ai_infra
2581030,2022-05-25,32307,NVIDIA Corporation,"NVIDIA Corporation, Q1 2023 Earnings Call, May 25, 2022",,,NVDA,semis_ai_infra
2637661,2022-08-24,32307,NVIDIA Corporation,"NVIDIA Corporation, Q2 2023 Earnings Call, Aug 24, 2022",,,NVDA,semis_ai_infra
2691769,2022-11-16,32307,NVIDIA Corporation,"NVIDIA Corporation, Q3 2023 Earnings Call, Nov 16, 2022",,,NVDA,semis_ai_infra
2757369,2023-02-22,32307,NVIDIA Corporation,"NVIDIA Corporation, Q4 2023 Earnings Call, Feb 22, 2023",,,NVDA,semis_ai_infra
3364312,2023-05-24,32307,NVIDIA Corporation,"NVIDIA Corporation, Q1 2024 Earnings Call, May 24, 2023",,,NVDA,semis_ai_infra
3364330,2023-08-23,32307,NVIDIA Corporation,"NVIDIA Corporation, Q2 2024 Earnings Call, Aug 23, 2023",,,NVDA,semis_ai_infra
3364337,2023-11-21,32307,NVIDIA Corporation,"NVIDIA Corporation, Q3 2024 Earnings Call, Nov 21, 2023",,,NVDA,semis_ai_infra
3364354,2024-02-21,32307,NVIDIA Corporation,"NVIDIA Corporation, Q4 2024 Earnings Call, Feb 21, 2024",,,NVDA,semis_ai_infra
3364361,2024-05-22,32307,NVIDIA Corporation,"NVIDIA Corporation, Q1 2025 Earnings Call, May 22, 2024",,,NVDA,semis_ai_infra
3364452,2024-08-28,32307,NVIDIA Corporation,"NVIDIA Corporation, Q2 2025 Earnings Call, Aug 28, 2024",,,NVDA,semis_ai_infra
3364467,2024-11-20,32307,NVIDIA Corporation,"NVIDIA Corporation, Q3 2025 Earnings Call, Nov 20, 2024",,,NVDA,semis_ai_infra
2229942,2021-03-03,109373551,"Okta, Inc.","Okta, Inc., Q4 2021 Earnings Call, Mar 03, 2021",,,OKTA,ai_forward_saas
2309705,2021-05-26,109373551,"Okta, Inc.","Okta, Inc., Q1 2022 Earnings Call, May 26, 2021",,,OKTA,ai_forward_saas
2390668,2021-09-01,109373551,"Okta, Inc.","Okta, Inc., Q2 2022 Earnings Call, Sep 01, 2021",,,OKTA,ai_forward_saas
2454028,2021-12-01,109373551,"Okta, Inc.","Okta, Inc., Q3 2022 Earnings Call, Dec 01, 2021",,,OKTA,ai_forward_saas
2518173,2022-03-02,109373551,"Okta, Inc.","Okta, Inc., Q4 2022 Earnings Call, Mar 02, 2022",,,OKTA,ai_forward_saas
2638304,2022-06-02,109373551,"Okta, Inc.","Okta, Inc., Q1 2023 Earnings Call, Jun 02, 2022",,,OKTA,ai_forward_saas
2719971,2022-08-31,109373551,"Okta, Inc.","Okta, Inc., Q2 2023 Earnings Call, Aug 31, 2022",,,OKTA,ai_forward_saas
2700567,2022-11-30,109373551,"Okta, Inc.","Okta, Inc., Q3 2023 Earnings Call, Nov 30, 2022",,,OKTA,ai_forward_saas
2755409,2023-03-01,109373551,"Okta, Inc.","Okta, Inc., Q4 2023 Earnings Call, Mar 01, 2023",,,OKTA,ai_forward_saas
2835118,2023-05-31,109373551,"Okta, Inc.","Okta, Inc., Q1 2024 Earnings Call, May 31, 2023",,,OKTA,ai_forward_saas
2899783,2023-08-30,109373551,"Okta, Inc.","Okta, Inc., Q2 2024 Earnings Call, Aug 30, 2023",,,OKTA,ai_forward_saas
2970548,2023-11-29,109373551,"Okta, Inc.","Okta, Inc., Q3 2024 Earnings Call, Nov 29, 2023",,,OKTA,ai_forward_saas
3043611,2024-02-28,109373551,"Okta, Inc.","Okta, Inc., Q4 2024 Earnings Call, Feb 28, 2024",,,OKTA,ai_forward_saas
3147644,2024-05-29,109373551,"Okta, Inc.","Okta, Inc., Q1 2025 Earnings Call, May 29, 2024",,,OKTA,ai_forward_saas
3245026,2024-08-28,109373551,"Okta, Inc.","Okta, Inc., Q2 2025 Earnings Call, Aug 28, 2024",,,OKTA,ai_forward_saas
3329636,2024-12-03,109373551,"Okta, Inc.","Okta, Inc., Q3 2025 Earnings Call, Dec 03, 2024",,,OKTA,ai_forward_saas
2240477,2021-03-10,22247,Oracle Corporation,"Oracle Corporation, Q3 2021 Earnings Call, Mar 10, 2021",,,ORCL,enterprise_software
2321379,2021-06-15,22247,Oracle Corporation,"Oracle Corporation, Q4 2021 Earnings Call, Jun 15, 2021",,,ORCL,enterprise_software
2395957,2021-09-13,22247,Oracle Corporation,"Oracle Corporation, Q1 2022 Earnings Call, Sep 13, 2021",,,ORCL,enterprise_software
2459451,2021-12-09,22247,Oracle Corporation,"Oracle Corporation, Q2 2022 Earnings Call, Dec 09, 2021",,,ORCL,enterprise_software
2522984,2022-03-10,22247,Oracle Corporation,"Oracle Corporation, Q3 2022 Earnings Call, Mar 10, 2022",,,ORCL,enterprise_software
2588744,2022-06-13,22247,Oracle Corporation,"Oracle Corporation, Q4 2022 Earnings Call, Jun 13, 2022",,,ORCL,enterprise_software
2645685,2022-09-12,22247,Oracle Corporation,"Oracle Corporation, Q1 2023 Earnings Call, Sep 12, 2022",,,ORCL,enterprise_software
2708926,2022-12-12,22247,Oracle Corporation,"Oracle Corporation, Q2 2023 Earnings Call, Dec 12, 2022",,,ORCL,enterprise_software
2762334,2023-03-09,22247,Oracle Corporation,"Oracle Corporation, Q3 2023 Earnings Call, Mar 09, 2023",,,ORCL,enterprise_software
2837173,2023-06-12,22247,Oracle Corporation,"Oracle Corporation, Q4 2023 Earnings Call, Jun 12, 2023",,,ORCL,enterprise_software
2906116,2023-09-11,22247,Oracle Corporation,"Oracle Corporation, Q1 2024 Earnings Call, Sep 11, 2023",,,ORCL,enterprise_software
3028804,2023-12-11,22247,Oracle Corporation,"Oracle Corporation, Q2 2024 Earnings Call, Dec 11, 2023",,,ORCL,enterprise_software
3058479,2024-03-11,22247,Oracle Corporation,"Oracle Corporation, Q3 2024 Earnings Call, Mar 11, 2024",,,ORCL,enterprise_software
3161421,2024-06-11,22247,Oracle Corporation,"Oracle Corporation, Q4 2024 Earnings Call, Jun 11, 2024",,,ORCL,enterprise_software
3259133,2024-09-09,22247,Oracle Corporation,"Oracle Corporation, Q1 2025 Earnings Call, Sep 09, 2024",,,ORCL,enterprise_software
3346380,2024-12-09,22247,Oracle Corporation,"Oracle Corporation, Q2 2025 Earnings Call, Dec 09, 2024",,,ORCL,enterprise_software
2265399,2021-02-22,25460099,"Palo Alto Networks, Inc.","Palo Alto Networks, Inc., Q2 2021 Earnings Call, Feb 22, 2021",,,PANW,data_cloud_security
3056218,2021-05-20,25460099,"Palo Alto Networks, Inc.","Palo Alto Networks, Inc., Q3 2021 Earnings Call, May 20, 2021",,,PANW,data_cloud_security
2384461,2021-08-23,25460099,"Palo Alto Networks, Inc.","Palo Alto Networks, Inc., Q4 2021 Earnings Call, Aug 23, 2021",,,PANW,data_cloud_security
2444902,2021-11-18,25460099,"Palo Alto Networks, Inc.","Palo Alto Networks, Inc., Q1 2022 Earnings Call, Nov 18, 2021",,,PANW,data_cloud_security
2502865,2022-02-22,25460099,"Palo Alto Networks, Inc.","Palo Alto Networks, Inc., Q2 2022 Earnings Call, Feb 22, 2022",,,PANW,data_cloud_security
2574750,2022-05-19,25460099,"Palo Alto Networks, Inc.","Palo Alto Networks, Inc., Q3 2022 Earnings Call, May 19, 2022",,,PANW,data_cloud_security
2635909,2022-08-22,25460099,"Palo Alto Networks, Inc.","Palo Alto Networks, Inc., Q4 2022 Earnings Call, Aug 22, 2022",,,PANW,data_cloud_security
2693187,2022-11-17,25460099,"Palo Alto Networks, Inc.","Palo Alto Networks, Inc., Q1 2023 Earnings Call, Nov 17, 2022",,,PANW,data_cloud_security
2746746,2023-02-21,25460099,"Palo Alto Networks, Inc.","Palo Alto Networks, Inc., Q2 2023 Earnings Call, Feb 21, 2023",,,PANW,data_cloud_security
3445570,2023-05-23,25460099,"Palo Alto Networks, Inc.","Palo Alto Networks, Inc., Q3 2023 Earnings Call, May 23, 2023",,,PANW,data_cloud_security
2888413,2023-08-18,25460099,"Palo Alto Networks, Inc.","Palo Alto Networks, Inc., Q4 2023 Earnings Call, Aug 18, 2023",,,PANW,data_cloud_security
2957653,2023-11-15,25460099,"Palo Alto Networks, Inc.","Palo Alto Networks, Inc., Q1 2024 Earnings Call, Nov 15, 2023",,,PANW,data_cloud_security
3030482,2024-02-20,25460099,"Palo Alto Networks, Inc.","Palo Alto Networks, Inc., Q2 2024 Earnings Call, Feb 20, 2024",,,PANW,data_cloud_security
3135263,2024-05-20,25460099,"Palo Alto Networks, Inc.","Palo Alto Networks, Inc., Q3 2024 Earnings Call, May 20, 2024",,,PANW,data_cloud_security
3235639,2024-08-19,25460099,"Palo Alto Networks, Inc.","Palo Alto Networks, Inc., Q4 2024 Earnings Call, Aug 19, 2024",,,PANW,data_cloud_security
3316112,2024-11-20,25460099,"Palo Alto Networks, Inc.","Palo Alto Networks, Inc., Q1 2025 Earnings Call, Nov 20, 2024",,,PANW,data_cloud_security
2313784,2021-06-08,343303132,"UiPath, Inc.","UiPath Inc., Q1 2022 Earnings Call, Jun 08, 2021",,,PATH,ai_forward_saas
2392061,2021-09-07,343303132,"UiPath, Inc.","UiPath Inc., Q2 2022 Earnings Call, Sep 07, 2021",,,PATH,ai_forward_saas
2457771,2021-12-08,343303132,"UiPath, Inc.","UiPath Inc., Q3 2022 Earnings Call, Dec 08, 2021",,,PATH,ai_forward_saas
2533524,2022-03-30,343303132,"UiPath, Inc.","UiPath Inc., Q4 2022 Earnings Call, Mar 30, 2022",,,PATH,ai_forward_saas
2583528,2022-06-01,343303132,"UiPath, Inc.","UiPath Inc., Q1 2023 Earnings Call, Jun 01, 2022",,,PATH,ai_forward_saas
2642475,2022-09-06,343303132,"UiPath, Inc.","UiPath Inc., Q2 2023 Earnings Call, Sep 06, 2022",,,PATH,ai_forward_saas
2804732,2022-12-01,343303132,"UiPath, Inc.","UiPath Inc., Q3 2023 Earnings Call, Dec 01, 2022",,,PATH,ai_forward_saas
2766257,2023-03-15,343303132,"UiPath, Inc.","UiPath Inc., Q4 2023 Earnings Call, Mar 15, 2023",,,PATH,ai_forward_saas
2820675,2023-05-24,343303132,"UiPath, Inc.","UiPath Inc., Q1 2024 Earnings Call, May 24, 2023",,,PATH,ai_forward_saas
2903912,2023-09-06,343303132,"UiPath, Inc.","UiPath Inc., Q2 2024 Earnings Call, Sep 06, 2023",,,PATH,ai_forward_saas
2972264,2023-11-30,343303132,"UiPath, Inc.","UiPath Inc., Q3 2024 Earnings Call, Nov 30, 2023",,,PATH,ai_forward_saas
3061496,2024-03-13,343303132,"UiPath, Inc.","UiPath Inc., Q4 2024 Earnings Call, Mar 13, 2024",,,PATH,ai_forward_saas
3147743,2024-05-29,343303132,"UiPath, Inc.","UiPath Inc., Q1 2025 Earnings Call, May 29, 2024",,,PATH,ai_forward_saas
3255562,2024-09-05,343303132,"UiPath, Inc.","UiPath Inc., Q2 2025 Earnings Call, Sep 05, 2024",,,PATH,ai_forward_saas
3333105,2024-12-05,343303132,"UiPath, Inc.","UiPath Inc., Q3 2025 Earnings Call, Dec 05, 2024",,,PATH,ai_forward_saas
2212359,2021-02-16,43580005,Palantir Technologies Inc.,"Palantir Technologies Inc., Q4 2020 Earnings Call, Feb 16, 2021",,,PLTR,ai_forward_saas
2305302,2021-05-11,43580005,Palantir Technologies Inc.,"Palantir Technologies Inc., Q1 2021 Earnings Call, May 11, 2021",,,PLTR,ai_forward_saas
2374798,2021-08-12,43580005,Palantir Technologies Inc.,"Palantir Technologies Inc., Q2 2021 Earnings Call, Aug 12, 2021",,,PLTR,ai_forward_saas
2434246,2021-11-09,43580005,Palantir Technologies Inc.,"Palantir Technologies Inc., Q3 2021 Earnings Call, Nov 09, 2021",,,PLTR,ai_forward_saas
3041945,2022-02-17,43580005,Palantir Technologies Inc.,"Palantir Technologies Inc., Q4 2021 Earnings Call, Feb 17, 2022",,,PLTR,ai_forward_saas
2567849,2022-05-09,43580005,Palantir Technologies Inc.,"Palantir Technologies Inc., Q1 2022 Earnings Call, May 09, 2022",,,PLTR,ai_forward_saas
2622354,2022-08-08,43580005,Palantir Technologies Inc.,"Palantir Technologies Inc., Q2 2022 Earnings Call, Aug 08, 2022",,,PLTR,ai_forward_saas
2677560,2022-11-07,43580005,Palantir Technologies Inc.,"Palantir Technologies Inc., Q3 2022 Earnings Call, Nov 07, 2022",,,PLTR,ai_forward_saas
2736513,2023-02-13,43580005,Palantir Technologies Inc.,"Palantir Technologies Inc., Q4 2022 Earnings Call, Feb 13, 2023",,,PLTR,ai_forward_saas
2797860,2023-05-08,43580005,Palantir Technologies Inc.,"Palantir Technologies Inc., Q1 2023 Earnings Call, May 08, 2023",,,PLTR,ai_forward_saas
2873577,2023-08-07,43580005,Palantir Technologies Inc.,"Palantir Technologies Inc., Q2 2023 Earnings Call, Aug 07, 2023",,,PLTR,ai_forward_saas
3021666,2023-11-02,43580005,Palantir Technologies Inc.,"Palantir Technologies Inc., Q3 2023 Earnings Call, Nov 02, 2023",,,PLTR,ai_forward_saas
3073357,2024-02-05,43580005,Palantir Technologies Inc.,"Palantir Technologies Inc., Q4 2023 Earnings Call, Feb 05, 2024",,,PLTR,ai_forward_saas
3110822,2024-05-06,43580005,Palantir Technologies Inc.,"Palantir Technologies Inc., Q1 2024 Earnings Call, May 06, 2024",,,PLTR,ai_forward_saas
3213353,2024-08-05,43580005,Palantir Technologies Inc.,"Palantir Technologies Inc., Q2 2024 Earnings Call, Aug 05, 2024",,,PLTR,ai_forward_saas
3351502,2024-11-04,43580005,Palantir Technologies Inc.,"Palantir Technologies Inc., Q3 2024 Earnings Call, Nov 04, 2024",,,PLTR,ai_forward_saas
2190375,2021-02-03,33493,QUALCOMM Incorporated,"QUALCOMM Incorporated, Q1 2021 Earnings Call, Feb 03, 2021",,,QCOM,semis_ai_infra
2261728,2021-04-28,33493,QUALCOMM Incorporated,"QUALCOMM Incorporated, Q2 2021 Earnings Call, Apr 28, 2021",,,QCOM,semis_ai_infra
2353592,2021-07-28,33493,QUALCOMM Incorporated,"QUALCOMM Incorporated, Q3 2021 Earnings Call, Jul 28, 2021",,,QCOM,semis_ai_infra
2431130,2021-11-03,33493,QUALCOMM Incorporated,"QUALCOMM Incorporated, Q4 2021 Earnings Call, Nov 03, 2021",,,QCOM,semis_ai_infra
2483349,2022-02-02,33493,QUALCOMM Incorporated,"QUALCOMM Incorporated, Q1 2022 Earnings Call, Feb 02, 2022",,,QCOM,semis_ai_infra
2545467,2022-04-27,33493,QUALCOMM Incorporated,"QUALCOMM Incorporated, Q2 2022 Earnings Call, Apr 27, 2022",,,QCOM,semis_ai_infra
2606095,2022-07-27,33493,QUALCOMM Incorporated,"QUALCOMM Incorporated, Q3 2022 Earnings Call, Jul 27, 2022",,,QCOM,semis_ai_infra
2672656,2022-11-02,33493,QUALCOMM Incorporated,"QUALCOMM Incorporated, Q4 2022 Earnings Call, Nov 02, 2022",,,QCOM,semis_ai_infra
2728439,2023-02-02,33493,QUALCOMM Incorporated,"QUALCOMM Incorporated, Q1 2023 Earnings Call, Feb 02, 2023",,,QCOM,semis_ai_infra
2858959,2023-05-03,33493,QUALCOMM Incorporated,"QUALCOMM Incorporated, Q2 2023 Earnings Call, May 03, 2023",,,QCOM,semis_ai_infra
2866637,2023-08-02,33493,QUALCOMM Incorporated,"QUALCOMM Incorporated, Q3 2023 Earnings Call, Aug 02, 2023",,,QCOM,semis_ai_infra
2932835,2023-11-01,33493,QUALCOMM Incorporated,"QUALCOMM Incorporated, Q4 2023 Earnings Call, Nov 01, 2023",,,QCOM,semis_ai_infra
3093115,2024-01-31,33493,QUALCOMM Incorporated,"QUALCOMM Incorporated, Q1 2024 Earnings Call, Jan 31, 2024",,,QCOM,semis_ai_infra
3105534,2024-05-01,33493,QUALCOMM Incorporated,"QUALCOMM Incorporated, Q2 2024 Earnings Call, May 01, 2024",,,QCOM,semis_ai_infra
3206833,2024-07-31,33493,QUALCOMM Incorporated,"QUALCOMM Incorporated, Q3 2024 Earnings Call, Jul 31, 2024",,,QCOM,semis_ai_infra
3301037,2024-11-06,33493,QUALCOMM Incorporated,"QUALCOMM Incorporated, Q4 2024 Earnings Call, Nov 06, 2024",,,QCOM,semis_ai_infra
2216056,2021-02-18,8690249,"Roku, Inc.","Roku, Inc., Q4 2020 Earnings Call, Feb 18, 2021",,,ROKU,platform_bigtech
2273984,2021-05-06,8690249,"Roku, Inc.","Roku, Inc., Q1 2021 Earnings Call, May 06, 2021",,,ROKU,platform_bigtech
2363621,2021-08-04,8690249,"Roku, Inc.","Roku, Inc., Q2 2021 Earnings Call, Aug 04, 2021",,,ROKU,platform_bigtech
2424015,2021-11-03,8690249,"Roku, Inc.","Roku, Inc., Q3 2021 Earnings Call, Nov 03, 2021",,,ROKU,platform_bigtech
2498419,2022-02-17,8690249,"Roku, Inc.","Roku, Inc., Q4 2021 Earnings Call, Feb 17, 2022",,,ROKU,platform_bigtech
2547486,2022-04-28,8690249,"Roku, Inc.","Roku, Inc., Q1 2022 Earnings Call, Apr 28, 2022",,,ROKU,platform_bigtech
2608428,2022-07-28,8690249,"Roku, Inc.","Roku, Inc., Q2 2022 Earnings Call, Jul 28, 2022",,,ROKU,platform_bigtech
2672813,2022-11-02,8690249,"Roku, Inc.","Roku, Inc., Q3 2022 Earnings Call, Nov 02, 2022",,,ROKU,platform_bigtech
2739693,2023-02-15,8690249,"Roku, Inc.","Roku, Inc., Q4 2022 Earnings Call, Feb 15, 2023",,,ROKU,platform_bigtech
2787150,2023-04-26,8690249,"Roku, Inc.","Roku, Inc., Q1 2023 Earnings Call, Apr 26, 2023",,,ROKU,platform_bigtech
2862027,2023-07-27,8690249,"Roku, Inc.","Roku, Inc., Q2 2023 Earnings Call, Jul 27, 2023",,,ROKU,platform_bigtech
2932981,2023-11-01,8690249,"Roku, Inc.","Roku, Inc., Q3 2023 Earnings Call, Nov 01, 2023",,,ROKU,platform_bigtech
3026322,2024-02-15,8690249,"Roku, Inc.","Roku, Inc., Q4 2023 Earnings Call, Feb 15, 2024",,,ROKU,platform_bigtech
