level,outcome,coefficient,cluster_se,z_value,p_value,n_paragraphs,n_calls,fixed_effects,cluster
paragraph,positive,0.05655077815488338,0.050918413519193406,1.110615477710571,0.26673389768566913,3353,559,company + year_quarter,call_key
paragraph,neutral,-0.07201528909933455,0.05038640727318002,-1.4292602508626822,0.15292944612627735,3353,559,company + year_quarter,call_key
paragraph,negative,0.0021496847841196032,0.012024534625341064,0.1787748841097981,0.8581144671278338,3353,559,company + year_quarter,call_key
paragraph,mixed,0.013314826160333564,0.009543306657662483,1.395200493703392,0.1629553881988802,3353,559,company + year_quarter,call_key
